code,title,section,class,subclass
B62K,"CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDE-CARS, FORECARS, OR THE LIKE",B,62,K
B62L,BRAKES SPECIALLY ADAPTED FOR CYCLES {(arrangements in cycles for adjusting wheel-braking force to meet varying vehicular or ground-surface conditions B60T8/00)},B,62,L
B62M,RIDER PROPULSION OF WHEELED VEHICLES OR SLEDGES; POWERED PROPULSION OF SLEDGES OR {SINGLE-TRACK} CYCLES; TRANSMISSIONS SPECIALLY ADAPTED FOR SUCH VEHICLES (arrangements or mounting of transmissions in vehicles in general B60K; transmission elements per se F16),B,62,M
B63B,"SHIPS OR OTHER WATERBORNE VESSELS; EQUIPMENT FOR SHIPPINGÂ  (arrangements of vessel ventilation, heating, cooling, or air-conditioning B63J2/00; floating substructures as supports of dredgers or soil-shifting machines E02F9/06)",B,63,B
B63C,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS; LIFE-SAVING IN WATER; EQUIPMENT FOR DWELLING OR WORKING UNDER WATER; MEANS FOR SALVAGING OR SEARCHING FOR UNDERWATER OBJECTS (floating nets, floating slipways, or the like for recovering aircraft from the water B63B35/52)",B,63,C
B63G,"OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS; MINE-LAYING; MINE-SWEEPING; SUBMARINES; AIRCRAFT CARRIERS (means of attack or defence in general, e.g. turrets F41H)",B,63,G
B63H,"MARINE PROPULSION OR STEERING (propulsion of air-cushion vehicles B60V1/14; specially adapted for submarines, other than nuclear propulsion, B63G; specially adapted for torpedoes F42B19/00)",B,63,H
B63J,AUXILIARIES ON VESSELS,B,63,J
B64B,LIGHTER-THAN AIR AIRCRAFT,B,64,B
B64C,AEROPLANES; HELICOPTERS (air-cushion vehicles B60V),B,64,C
B64D,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT; FLYING SUITS; PARACHUTES; ARRANGEMENTS OR MOUNTING OF POWER PLANTS OR PROPULSION TRANSMISSIONS IN AIRCRAFT,B,64,D
B64F,"GROUND OR AIRCRAFT-CARRIER-DECK INSTALLATIONS SPECIALLY ADAPTED FOR USE IN CONNECTION WITH AIRCRAFT; DESIGNING, MANUFACTURING, ASSEMBLING, CLEANING, MAINTAINING OR REPAIRING AIRCRAFT, NOT OTHERWISE PROVIDED FOR; HANDLING, TRANSPORTING, TESTING OR INSPECTING AIRCRAFT COMPONENTS, NOT OTHERWISE PROVIDED FOR",B,64,F
B64G,"COSMONAUTICS; VEHICLES OR EQUIPMENT THEREFOR (apparatus for, or methods of, winning materials from extraterrestrial sources E21C51/00)",B,64,G
B65B,"MACHINES, APPARATUS OR DEVICES FOR, OR METHODS OF, PACKAGING ARTICLES OR MATERIALS; UNPACKING (bundling and pressing devices for cigars A24C1/44; devices for tensioning and securing binders adapted to be supported by the article or articles to be bound B25B25/00; applying closure members to bottles, jars or similar containers B67B1/00-B67B6/00; concurrent cleaning, filling and closing of bottles B67C7/00; emptying bottles, jars, cans, casks, barrels or similar containers B67C9/00)",B,65,B
B65C,"LABELLING OR TAGGING MACHINES, APPARATUS, OR PROCESSES (nailing or stapling in general B25C, B27F; applying labels for packaging purposes B65B; labels, name-plates G09F ){(series-printing machines B41L; containers for the storage or transport of packages B65D)}",B,65,C
B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES",B,65,D
B65F,"GATHERING OR REMOVAL OF DOMESTIC OR LIKE REFUSE (disinfecting refuse A61L; refuse disintegrators B02C; sorting refuse B03B; B07B; handcarts for transporting refuse receptacles B62B; sack holders B65B67/00; converting refuse into fertilisers C05F; converting refuse into solid fuels C10L; sewers, cesspools E03F; arrangements in buildings for the disposal of refuse E04F17/10; refuse-consuming furnaces F23G; {for surgical articles A61B50/36})",B,65,F
B65G,"TRANSPORT OR STORAGE DEVICES, e.g. CONVEYORS FOR LOADING OR TIPPING,Â SHOP CONVEYOR SYSTEMS ORÂ PNEUMATIC TUBE CONVEYORS (packaging B65B; handling thin or filamentary materials, e.g. paper sheets or thread, B65H; cranes B66C; portable mobile or lifting or hauling appliances, e.g. hoists, B66D; devices for lifting or lowering goods for loading or unloading purposes, e.g. fork-lift trucks, B66F9/00; emptying bottles, jars, casks, barrels or similar containers, not otherwise provided for, B67C9/00; delivering or transferring liquids B67D; filling or discharging vessels for liquefied, solidified or compressed gases F17C; pipe-line systems for fluids F17D)",B,65,G
B65H,"HANDLING THIN OR FILAMENTARY MATERIAL, e.g. SHEETS, WEBS, CABLES",B,65,H
B66B,"ELEVATORS; ESCALATORS OR MOVING WALKWAYS ({apparatus for raising or lowering persons on theatrical stages or the like A63J5/12} ; funicular railbound systems with rigid ground-supported tracks and cable traction, e.g. cliff railways, B61B9/00; arrangements of ammunition handlers in vessels B63G3/00; hoists, lifts, or conveyors for loading or unloading in general B65G; braking or detent devices controlling normal movements of winding drums or barrels B66D; ship-lifting devices E02C; garages for many vehicles with mechanical means for lifting vehicles E04H6/12; hoists for feeding ammunition or projectiles to launching apparatus or to loading mechanisms F41A9/00)",B,66,B
B66C,"CRANES; LOAD-ENGAGING ELEMENTS OR DEVICES FOR CRANES, CAPSTANS, WINCHES, OR TACKLES ({specially adapted for lifting invalids A61G7/10;} rope, cable, or chain winding mechanisms, braking or detent devices therefor B66D; specially adapted for nuclear reactors G21)",B,66,C
B66D,"CAPSTANS; WINCHES; TACKLES, e.g. PULLEY BLOCKS; HOISTS (winding or unwinding ropes or cables for feeding or storage purposes B65H; rope or cable winding or unwinding mechanisms for lifts B66B)",B,66,D
B66F,"HOISTING, LIFTING, HAULING OR PUSHING, NOT OTHERWISE PROVIDED FOR, e.g. DEVICES WHICH APPLY A LIFTING OR PUSHING FORCE DIRECTLY TO THE SURFACE OF A LOAD ({invalid lifting devices A61G7/10; } mounting artificial islands on piles or like supports E02B17/00 : scaffolding combined with lifting devices E04G1/22; lifting devices for sliding forms E04G11/24; lifting of buildings E04G23/06; shores or struts E04G25/00; lifts or other hoisting devices on ladders E06C7/12; props for mining E21D15/00)",B,66,F
B67B,"APPLYING CLOSURE MEMBERS TO BOTTLES JARS, OR SIMILAR CONTAINERS; OPENING CLOSED CONTAINERS (opening or closing devices attached to, or incorporated in, containers or container closures B65D)",B,67,B
B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",B,67,C
B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR (cleaning pipes or tubes or systems of pipes or tubes B08B9/02; emptying or filling of bottles, jars, cans, casks, barrels, or similar containers, not otherwise provided for B67C; water supply E03; pipe systems F17D; domestic hot-water supply systems F24D; measuring volume, volume flow, mass flow or liquid level, metering by volume G01F; coin-freed or like apparatus G07F)",B,67,D
B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,B,68,B
B68C,SADDLES; STIRRUPS,B,68,C
B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE",B,68,F
B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",B,68,G
B81B,"MICROSTRUCTURAL DEVICES OR SYSTEMS, e.g. MICROMECHANICAL DEVICES (piezo-electric, electrostrictive or magnetostrictive elements per se H01L41/00)",B,81,B
B81C,"PROCESSES OR APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OR TREATMENT OF MICROSTRUCTURAL DEVICES OR SYSTEMS (making microcapsules or microballoons B01J13/02; processes or apparatus peculiar to the manufacture or treatment of piezo-electric, electrostrictive or magnetostrictive element per se H01L41/22)",B,81,C
B82B,"NANOSTRUCTURES FORMED BY MANIPULATION OF INDIVIDUAL ATOMS, MOLECULES, OR LIMITED COLLECTIONS OF ATOMS OR MOLECULES AS DISCRETE UNITS; MANUFACTURE OR TREATMENT THEREOF",B,82,B
B82Y,SPECIFIC USES OR APPLICATIONS OF NANOSTRUCTURES; MEASUREMENT OR ANALYSIS OF NANOSTRUCTURES; MANUFACTURE OR TREATMENT OF NANOSTRUCTURES,B,82,Y
B99Z,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,B,99,Z
C01B,NON-METALLIC ELEMENTS; COMPOUNDS THEREOF; {METALLOIDS OR COMPOUNDS THEREOF NOT COVERED BY SUBCLASS C01C},C,1,B
C01C,"AMMONIA; CYANOGEN; COMPOUNDS THEREOF ({metal hydrides, monoborane, diborane or addition complexes thereof C01B6/00}; salts of oxyacids of halogens C01B11/00; peroxides, salts of peroxyacids C01B15/00; thiosulfates, dithionites, polythionates C01B17/64; compounds containing selenium or tellurium C01B19/00; azides C01B21/08; {compounds other than ammonia or cyanogen, containing nitrogen, non-metals and optionally metals C01B21/082}; metal imides or amides C01B21/092; nitrites C01B21/50; {compounds of noble gases C01B23/0005}; phosphides C01B25/08; salts of oxyacids of phosphorus C01B25/16; compounds containing silicon C01B33/00; compounds containing boron C01B35/00)",C,1,C
C01D,"COMPOUNDS OF ALKALI METALS, i.e. LITHIUM, SODIUM, POTASSIUM, RUBIDIUM, CAESIUM, OR FRANCIUM (metal hydrides {monoborane, diborane or addition complexes thereof} C01B6/00; salts of oxyacids of halogens C01B11/00; peroxides, salts of peroxyacids C01B15/00; sulfides C01B17/22; thiosulfates, dithionites, polythionates C01B17/64; compounds containing selenium or tellurium C01B19/00; binary compounds of nitrogen with metals C01B21/06; azides C01B21/08; {compounds other than ammonia and cyanogen, containing nitrogen and other non-metals C01B21/082}; metal amides C01B21/092; nitrites C01B21/50; phosphides C01B21/50; {compounds of noble gases C01B23/0005}; phosphides C01B25/08; salts of oxyacids of phosphorus C01B25/16; carbides C01B32/90; compounds containing silicon C01B33/00; compounds containing boron C01B35/00; cyanides C01C3/08; salts of cyanic acid C01C3/14; salts of cyanamide C01C3/16; thiocyanates C01C3/20)",C,1,D
C01F,"COMPOUNDS OF THE METALS BERYLLIUM, MAGNESIUM, ALUMINIUM, CALCIUM, STRONTIUM, BARIUM, RADIUM, THORIUM, OR OF THE RARE-EARTH METALS (metal hydrides {monoborane, diborane or addition complexes thereof} C01B6/00; salts of oxyacids of halogens C01B11/00; peroxides, salts of peroxyacids C01B15/00; sulfides or polysulfides of magnesium, calcium, strontium, or barium C01B17/42; thiosulfates, dithionites, polythionates C01B17/64; compounds containing selenium or tellurium C01B19/00; binary compounds of nitrogen with metals C01B21/06; azides C01B21/08; {compounds other than ammonia or cyanogen containing nitrogen and non-metals and optionally metals C01B21/082; amides or imides of silicon C01B21/087}; metal {imides or} amides C01B21/092, {C01B21/0923}; nitrites C01B21/50; {compounds of noble gases C01B23/0005}; phosphides C01B25/08; salts of oxyacids of phosphorus C01B25/16; carbides C01B32/90; compounds containing silicon C01B33/00; compounds containing boron C01B35/00; compounds having molecular sieve properties but not having base-exchange properties C01B37/00; compounds having molecular sieve and base-exchange properties, e.g. crystalline zeolites, C01B39/00; cyanides C01C3/08; salts of cyanic acid C01C3/14; salts of cyanamide C01C3/16; thiocyanates C01C3/20; {double sulfates of magnesium with sodium or potassium C01D5/12; with other alkali metals C01D15/00, C01D17/00})",C,1,F
C01G,"COMPOUNDS CONTAINING METALS NOT COVERED BY SUBCLASSES C01D OR C01F (metal hydrides {monoborane, diborane or addition complexes thereof} C01B6/00; salts of oxyacids of halogens C01B11/00; peroxides, salts or peroxyacids C01B15/00; thiosulfates, dithionites, polythionates C01B17/64; compounds containing selenium, or tellurium C01B19/00; binary compounds of nitrogen with metals C01B21/06; azides C01B21/08; {compounds containing nitrogen, other non-metals and metal C01B21/082}; metal amides C01B21/092; nitrites C01B21/50; {compounds of noble gases C01B23/0005}; phosphides C01B25/08; salts of oxyacids of phosphorus C01B25/16; carbides C01B32/90; compounds containing silicon C01B33/00; compounds containing boron C01B35/00; compounds having molecular sieve properties but not having base-exchange properties C01B37/00; compounds having molecular sieve and base-exchange properties, e.g. crystalline zeolites, C01B39/00; cyanides C01C3/08; salts of cyanamide C01C3/16; thiocyanates C01C3/20)",C,1,G
C01P,INDEXING SCHEME RELATING TO STRUCTURAL AND PHYSICAL ASPECTS OF SOLID INORGANIC COMPOUNDS,C,1,P
C02F,"TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE (separation in general B01D; special arrangements on waterborne vessels of installations for treating water, waste water or sewage, e.g. for producing fresh water, B63J; adding materials to water to prevent corrosion C23F; treating radioactively-contaminated liquids G21F9/04; regeneration of reactants for recirculation into processes, see the relevant places for the processes)",C,2,F
C03B,"MANUFACTURE, SHAPING, OR SUPPLEMENTARY PROCESSES",C,3,B
C03C,"CHEMICAL COMPOSITION OF GLASSES, GLAZES OR VITREOUS ENAMELS; SURFACE TREATMENT OF GLASS; SURFACE TREATMENT OF FIBRES OR FILAMENTS MADE FROM GLASS, MINERALS OR SLAGS; JOINING GLASS TO GLASS OR OTHER MATERIALS",C,3,C
C04B,"LIME, MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF, e.g. MORTARS, CONCRETE OR LIKE BUILDING MATERIALS; ARTIFICIAL STONE {(roofing granules E04D7/005)}; CERAMICS (devitrified glass-ceramics C03C10/00); REFRACTORIES; TREATMENT OF NATURAL STONE",C,4,B
C05B,PHOSPHATIC FERTILISERS,C,5,B
C05C,NITROGENOUS FERTILISERS,C,5,C
C05D,"INORGANIC FERTILISERS NOT COVERED BY SUBCLASSES C05B, C05C; FERTILISERS PRODUCING CARBON DIOXIDE",C,5,D
C05F,"ORGANIC FERTILISERS NOT COVERED BY SUBCLASSES C05B, C05C, e.g. FERTILISERS FROM WASTE OR REFUSE {(breeding of earthworms A01K67/0332)}",C,5,F
C05G,"MIXTURES OF FERTILISERS COVERED INDIVIDUALLY BY DIFFERENT SUBCLASSES OF CLASS C05; MIXTURES OF ONE OR MORE FERTILISERS WITH MATERIALS NOT HAVING A SPECIFIC FERTILISING ACTIVITY, e.g. PESTICIDES, SOIL-CONDITIONERS, WETTING AGENTS (organic fertilisers containing added bacterial cultures, mycelia, or the like C05F11/08; organic fertilisers containing plant vitamins or hormones C05F11/10); FERTILISERS CHARACTERISED BY THEIR FORM",C,5,G
C06B,"EXPLOSIVES OR THERMIC COMPOSITIONS (blasting F42D); MANUFACTURE THEREOF; USE OF SINGLE SUBSTANCES AS EXPLOSIVES (compounds in general C01, C07 or C08; {demolition agents based on cementitious or like materials C04B41/0009})",C,6,B
C06C,DETONATING OR PRIMING DEVICES; FUSES (ammunition fuzes F42C); CHEMICAL LIGHTERS; PYROPHORIC COMPOSITIONS,C,6,C
C06D,MEANS FOR GENERATING SMOKE OR MIST; GAS-ATTACK COMPOSITIONS; GENERATION OF GAS FOR BLASTING OR PROPULSION (CHEMICAL PART) (fuels C10),C,6,D
C06F,MATCHES; MANUFACTURE OF MATCHES,C,6,F
C07B,GENERAL METHODS OF ORGANIC CHEMISTRY; APPARATUS THEREFOR (preparation of carboxylic acid esters by telomerisation C07C67/47; telomerisation C08F),C,7,B
C07C,ACYCLIC OR CARBOCYCLIC COMPOUNDS,C,7,C
C07D,HETEROCYCLIC COMPOUNDS,C,7,D
C07F,"ACYCLIC, CARBOCYCLIC OR HETEROCYCLIC COMPOUNDS CONTAINING ELEMENTS OTHER THAN CARBON, HYDROGEN, HALOGEN, OXYGEN, NITROGEN, SULFUR, SELENIUM OR TELLURIUM (metal-containing porphyrins C07D487/22)",C,7,F
C07G,COMPOUNDS OF UNKNOWN CONSTITUTION,C,7,G
C07H,"SUGARS; DERIVATIVES THEREOF; NUCLEOSIDES; NUCLEOTIDES; NUCLEIC ACIDS (derivatives of aldonic or saccharic acids C07C, C07D; aldonic acids, saccharic acids C07C59/105, C07C59/285; cyanohydrins C07C255/16; glycals C07D; compounds of unknown constitution C07G; polysaccharides, derivatives thereof C08B; DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification C12N15/00; sugar industry C13)",C,7,H
C07J,STEROIDS (seco-steroids C07C),C,7,J
C07K,"PEPTIDES (peptides in foodstuffs A23; obtaining protein compositions for foodstuffs, working-up proteins for foodstuffs A23J; preparations for medicinal purposes A61K; peptides containing beta-lactam rings C07D; cyclic dipeptides not having in their molecule any other peptide link than those which form their ring, e.g. piperazine-2,5-diones, C07D; ergot alkaloids of the cyclic peptide type C07D519/02; macromolecular compounds having statistically distributed amino acid units in their molecules, i.e. when the preparation does not provide for a specific; but for a random sequence of the amino acid units, homopolyamides and block copolyamides derived from amino acids C08G69/00; macromolecular products derived from proteins C08H1/00; preparation of glue or gelatine C09H; single cell proteins, enzymes C12N; genetic engineering processes for obtaining peptides C12N15/00; compositions for measuring or testing processes involving enzymes C12Q; investigation or analysis of biological material G01N33/00)",C,7,K
C08B,POLYSACCHARIDES; DERIVATIVES THEREOF (polysaccharides containing less than six saccharide radicals attached to each other by glycosidic linkages C07H; fermentation or enzyme-using processes C12P19/00; sugar industry C13; production of cellulose D21),C,8,B
C08C,TREATMENT OR CHEMICAL MODIFICATION OF RUBBERS,C,8,C
C08F,MACROMOLECULAR COMPOUNDS OBTAINED BY REACTIONS ONLY INVOLVING CARBON-TO-CARBON UNSATURATED BONDS,C,8,F
C08G,MACROMOLECULAR COMPOUNDS OBTAINED OTHERWISE THAN BY REACTIONS ONLY INVOLVING UNSATURATED CARBON-TO-CARBON BONDS,C,8,G
C08H,DERIVATIVES OF NATURAL MACROMOLECULAR COMPOUNDS (polysaccharides C08B; natural rubber C08C; natural resins or their derivatives C09F; bituminous materials C10),C,8,H
C08J,"WORKING-UP; GENERAL PROCESSES OF COMPOUNDING; AFTER-TREATMENT NOT COVERED BY SUBCLASSES C08B, C08C, C08F, C08G or C08H (working, e.g. shaping, of plastics B29)",C,8,J
C08K,"Use of inorganic or non-macromolecular organic substances as compounding ingredients (paints, inks, varnishes, dyes, polishes, adhesives C09)",C,8,K
C08L,"COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F, C08G; artificial filaments or fibres D01F; textile treating compositions D06)",C,8,L
C09B,"ORGANIC DYES OR CLOSELY-RELATED COMPOUNDS FOR PRODUCING DYES {, e.g. PIGMENTS}; MORDANTS; LAKES (fermentation or enzyme using processes to synthesise a desired chemical compound C12P)",C,9,B
C09C,"TREATMENT OF INORGANIC MATERIALS, OTHER THAN FIBROUS FILLERS, TO ENHANCE THEIR PIGMENTING OR FILLING PROPERTIES (preparation of inorganic compounds or non-metallic elements C01; treatment of materials specially adapted to enhance their filling properties in mortars, concrete or artificial stone C04B14/00, C04B18/00, C04B20/00); PREPARATION OF CARBON BLACK; {PREPARATION OF INORGANIC MATERIALS WHICH ARE NO SINGLE CHEMICAL COMPOUNDS AND WHICH ARE MAINLY USED AS PIGMENTS OR FILLERS}",C,9,C
C09D,"COATING COMPOSITIONS, e.g. PAINTS, VARNISHES OR LACQUERS; FILLING PASTES; CHEMICAL PAINT OR INK REMOVERS; INKS; CORRECTING FLUIDS; WOODSTAINS; PASTES OR SOLIDS FOR COLOURING OR PRINTING; USE OF MATERIALS THEREFOR (cosmetics A61K; processes for applying liquids or other fluent materials to surfaces, in general, B05D; staining wood B27K5/02; glazes or vitreous enamels C03C; natural resins, French polish, drying-oils, driers, turpentine, per se, C09F; polishing compositions other than French polish, ski waxes C09G; adhesives or use of materials as adhesives C09J; materials for sealing or packing joints or covers C09K3/10; materials for stopping leaks C09K3/12; processes for the electrolytic or electrophoretic production of coatings C25D)",C,9,D
C09F,NATURAL RESINS; FRENCH POLISH; DRYING-OILS; DRIERS (SICCATIVES); TURPENTINE,C,9,F
C09G,POLISHING COMPOSITIONS (French polish C09F11/00); SKI WAXES,C,9,G
C09H,PREPARATION OF GLUE OR GELATINE,C,9,H
C09J,ADHESIVES; NON-MECHANICAL ASPECTS OF ADHESIVE PROCESSES IN GENERAL; ADHESIVE PROCESSES NOT PROVIDED FOR ELSEWHERE; USE OF MATERIALS AS ADHESIVES (preparation of glue or gelatine C09H),C,9,J
C09K,"MATERIALS FOR MISCELLANEOUS APPLICATIONS, NOT PROVIDED FOR ELSEWHERE",C,9,K
C10B,"DESTRUCTIVE DISTILLATION OF CARBONAGEOUS MATERIALS FOR PRODUCTION OF GAS, COKE, TAR, OR SIMILAR MATERIALS (cracking oils C10G; underground gasification of minerals E21B43/295)",C,10,B
C10C,"WORKING-UP PITCH, ASPHALT, BITUMEN, TAR; PYROLIGNEOUS ACID (compositions of bituminous materials C08L95/00; carbon filaments by decomposition of organic filaments D01F9/14)",C,10,C
C10F,DRYING OR WORKING-UP OF PEAT,C,10,F
C10G,"CRACKING HYDROCARBON OILS; PRODUCTION OF LIQUID HYDROCARBON MIXTURES, e.g. BY DESTRUCTIVE HYDROGENATION, OLIGOMERISATION, POLYMERISATION (cracking to hydrogen or synthesis gas C01B; cracking or pyrolysis of hydrocarbon gases to individual hydrocarbons or mixtures thereof of definite or specific constitution C07C; cracking to cokes C10B); RECOVERY OF HYDROCARBON OILS FROM OIL-SHALE, OIL-SAND, OR GASES; REFINING MIXTURES MAINLY CONSISTING OF HYDROCARBONS; REFORMING OF NAPHTHA; MINERAL WAXES (inhibiting corrosion or incrustation in general C23F)",C,10,G
C10H,PRODUCTION OF ACETYLENE BY WET METHODS {(purification of acetylene C07C7/00)},C,10,H
C10J,"PRODUCTION OF PRODUCER GAS, WATER-GAS, SYNTHESIS GAS FROM SOLID CARBONACEOUS MATERIAL, OR MIXTURES CONTAINING THESE GASES (synthesis gas from liquid or gaseous hydrocarbons C01B; underground gasification of minerals E21B43/295); CARBURETTING AIR OR OTHER GASES",C,10,J
C10K,PURIFYING OR MODIFYING THE CHEMICAL COMPOSITION OF COMBUSTIBLE GASES CONTAINING CARBON MONOXIDE,C,10,K
C10L,"FUELS NOT OTHERWISE PROVIDED FOR (fuels for generating pressure gas, e.g. for rockets C06D5/00; candles C11C; nuclear fuel G21C3/00); NATURAL GAS; SYNTHETIC NATURAL GAS OBTAINED BY PROCESSES NOT COVERED BY SUBCLASSES C10G, C10K; LIQUEFIED PETROLEUM GAS; ADDING MATERIALS TO FUELS OR FIRES TO REDUCE SMOKE OR UNDESIRABLE DEPOSITS OR TO FACILITATE SOOT REMOVAL; FIRELIGHTERS",C,10,L
C10M,"LUBRICATING COMPOSITIONS (well drilling compositions C09K8/02); USE OF CHEMICAL SUBSTANCES EITHER ALONE OR AS LUBRICATING INGREDIENTS IN A LUBRICATING COMPOSITION ({lubricants for medical use A61} ; mould release, i.e. separating, agents for metals B22C3/00, for plastics or substances in a plastic state, in general B29C33/56, for glass C03B40/02; use of particular substances in particular apparatus or conditions, see F16N or the relevant groups for the application, e.g. A21D8/08, B21C9/00, H01B3/18; immersion oils for microscopy G02B21/33)",C,10,M
C10N,INDEXING SCHEME ASSOCIATED WITH SUBCLASS C10M RELATING TO LUBRICATING COMPOSITIONS,C,10,N
C11B,"PRODUCING, e.g. BY PRESSING RAW MATERIALS OR BY EXTRACTION FROM WASTE MATERIALS, REFINING OR PRESERVING FATS, FATTY SUBSTANCES, e.g. LANOLIN, FATTY OILS OR WAXES; ESSENTIAL OILS; PERFUMES (drying-oils C09F)",C,11,B
C11C,"FATTY ACIDS FROM FATS, OILS OR WAXES; CANDLES; FATS, OILS OR FATTY ACIDS BY CHEMICAL MODIFICATION OF FATS, OILS, OR FATTY ACIDS OBTAINED THEREFROM",C,11,C
C11D,"DETERGENT COMPOSITIONS (preparations specially adapted for washing the hair A61Q5/02, A61K8/00; methods or apparatus for disinfection or sterilisation A61L; special washing compositions for cleaning semi-permeable membranes B01D65/06); USE OF SINGLE SUBSTANCES AS DETERGENTS; SOAP OR SOAP-MAKING; RESIN SOAPS; RECOVERY OF GLYCEROL",C,11,D
C12C,"BEER; PREPARATION OF BEER BY FERMENTATION (ageing or ripening by storing C12H1/22; methods for reducing the alcohol content after fermentation C12H3/00; methods for increasing the alcohol content after fermentation C12H6/00; venting devices for casks, barrels or the like C12L9/00); PREPARATION OF MALT FOR MAKING BEER; PREPARATION OF HOPS FOR MAKING BEER",C,12,C
C12F,RECOVERY OF BY-PRODUCTS OF FERMENTED SOLUTIONS (removal of yeast from wine or sparkling wine C12G1/08); DENATURED ALCOHOL; PREPARATION THEREOF,C,12,F
C12G,WINE; PREPARATION THEREOF; ALCOHOLIC BEVERAGES (beer C12C); PREPARATION OF ALCOHOLIC BEVERAGES NOT PROVIDED FOR IN SUBCLASSES C12C OR C12H,C,12,G
C12H,"PASTEURISATION, STERILISATION, PRESERVATION, PURIFICATION, CLARIFICATION OR AGEING OF ALCOHOLIC BEVERAGES; METHODS FOR ALTERING THE ALCOHOL CONTENT OF FERMENTED SOLUTIONS OR ALCOHOLIC BEVERAGES (simulation ageing by flavouring C12G3/06)",C,12,H
C12J,VINEGAR; PREPARATION OR PURIFICATION THEREOF,C,12,J
C12L,PITCHING OR DEPITCHING MACHINES; CELLAR TOOLS (cleaning of casks B08B9/00),C,12,L
C12M,"APPARATUS FOR ENZYMOLOGY OR MICROBIOLOGY; {APPARATUS FOR CULTURING MICROORGANISMS FOR PRODUCING BIOMASS, FOR GROWING CELLS OR FOR OBTAINING FERMENTATION OR METABOLIC PRODUCTS, i.e. BIOREACTORS OR FERMENTERS}",C,12,M
C12N,"MICROORGANISMS OR ENZYMES; COMPOSITIONS THEREOF; PROPAGATING, PRESERVING, OR MAINTAINING MICROORGANISMS; MUTATION OR GENETIC ENGINEERING; CULTURE MEDIA (microbiological testing media C12Q1/00)",C,12,N
C12P,"FERMENTATION OR ENZYME-USING PROCESSES TO SYNTHESISE A DESIRED CHEMICAL COMPOUND OR COMPOSITION OR TO SEPARATE OPTICAL ISOMERS FROM A RACEMIC MIXTURE {(brewing of beer C12C; producing vinegar C12J; producing specific peptides or proteins C07K; producing enzymes C12N9/00; DNA or RNA concerning genetic engineering, vectors, e.g. plasmids, or their isolation, preparation or purification C12N15/00; measuring or testing processes involving enzymes or microorganisms C12Q; measuring or testing processes involving nucleic acid amplification reactions C12Q1/6844; fermentation processes to form a food composition, A21 or A23; compounds in general, see the relevant compound class, e.g. C01, C07)}",C,12,P
C12Q,"MEASURING OR TESTING PROCESSES INVOLVING ENZYMES, NUCLEIC ACIDS OR MICROORGANISMS (immunoassay G01N33/53); COMPOSITIONS OR TEST PAPERS THEREFOR; PROCESSES OF PREPARING SUCH COMPOSITIONS; CONDITION-RESPONSIVE CONTROL IN MICROBIOLOGICAL OR ENZYMOLOGICAL PROCESSES",C,12,Q
C12R,"INDEXING SCHEME ASSOCIATED WITH SUBCLASSES C12C - C12Q, RELATING TO MICROORGANISMS",C,12,R
C12Y,ENZYMES,C,12,Y
C13B,PRODUCTION OF SUCROSE; APPARATUS SPECIALLY ADAPTED THEREFOR (chemically synthesised sugars or sugar derivatives C07H; fermentation or enzyme-using processes for preparing compounds containing saccharide radicals C12P19/00),C,13,B
C13K,"SACCHARIDES OBTAINED FROM NATURAL SOURCES OR BY HYDROLYSIS OF NATURALLY OCCURRING DISACCHARIDES, OLIGOSACCHARIDES OR POLYSACCHARIDES (chemically synthesised sugars or sugar derivatives C07H; polysaccharides, e.g. starch, derivatives thereof C08B; malt C12C; fermentation or enzyme-using processes for preparing compounds containing saccharide radicals C12P19/00; production of sucrose C13B)",C,13,K
